,KO,Description,hsa,ptr,pps,ggo,pon,ppyg
16273,K16898,addA; ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-],0,0,0,0,0,0
16274,K16899,addB; ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-],0,0,0,0,0,0
16275,K16900,"TPC1, CCH1; two pore calcium channel protein, plant",0,0,0,0,0,0
16276,K16901,K16901; anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9],0,0,0,0,0,0
16277,K16902,E1.5.1.45; FAD reductase [NAD(P)H] [EC:1.5.1.45],0,0,0,0,0,0
16278,K16903,TAA1; L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99],0,0,0,0,0,0
16279,K16904,DCTPP1; dCTP diphosphatase [EC:3.6.1.12],1,1,1,1,1,1
16280,K16905,K16905; fluoroquinolone transport system permease protein,0,0,0,0,0,0
16281,K16906,K16906; fluoroquinolone transport system permease protein,0,0,0,0,0,0
16282,K16907,K16907; fluoroquinolone transport system ATP-binding protein [EC:7.6.2.-],0,0,0,0,0,0
16283,K16908,CRR1; chloroplast NAD(P)H dehydrogenase [EC:1.6.99.-],0,0,0,0,0,0
16284,K16909,ADAM18; disintegrin and metalloproteinase domain-containing protein 18 [EC:3.4.24.-],1,1,1,1,1,1
16285,K16910,PTPRQ; receptor-type tyrosine-protein phosphatase Q [EC:3.1.3.48],1,1,1,1,1,1
16286,K16911,DDX21; ATP-dependent RNA helicase DDX21 [EC:5.6.2.7],1,1,1,1,1,1
16287,K16912,LAS1; ribosomal biogenesis protein LAS1,1,1,1,1,1,1
16288,K16913,"PELP1, MNAR; proline-, glutamic acid- and leucine-rich protein 1",1,1,1,1,1,1
16289,K16914,"RIOX1, NO66; protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine4/36 demethylase [EC:1.14.11.79 1.14.11.67 1.14.11.69]",1,1,1,1,1,1
16290,K16915,cbiL; nickel transport protein,0,0,0,0,0,0
16291,K16916,yydJ; putative peptide transport system permease protein,0,0,0,0,0,0
16292,K16917,yydI; putative peptide transport system ATP-binding protein,0,0,0,0,0,0
16293,K16918,ytrF; acetoin utilization transport system permease protein,0,0,0,0,0,0
16294,K16919,ytrC_D; acetoin utilization transport system permease protein,0,0,0,0,0,0
16295,K16920,ytrE; acetoin utilization transport system ATP-binding protein,0,0,0,0,0,0
16296,K16921,ytrB; acetoin utilization transport system ATP-binding protein,0,0,0,0,0,0
16297,K16922,yydH; putative peptide zinc metalloprotease protein,0,0,0,0,0,0
16298,K16923,qrtT; energy-coupling factor transport system substrate-specific component,0,0,0,0,0,0
16299,K16924,mtsT; energy-coupling factor transport system substrate-specific component,0,0,0,0,0,0
16300,K16925,ykoE; energy-coupling factor transport system permease protein,0,0,0,0,0,0
16301,K16926,htsT; energy-coupling factor transport system substrate-specific component,0,0,0,0,0,0
16302,K16927,cbrT; energy-coupling factor transport system substrate-specific component,0,0,0,0,0,0
16303,K16928,mtaT; energy-coupling factor transport system substrate-specific component,0,0,0,0,0,0
16304,K16929,K16929; energy-coupling factor transport system substrate-specific component,0,0,0,0,0,0
16305,K16930,cdat8; tRNA(cytosine8) deaminase [EC:3.5.4.35],0,0,0,0,0,0
16306,K16931,"STAR; steroidogenic acute regulatory protein, mitochondrial",1,1,1,1,1,1
16307,K16932,APOBEC1; C->U-editing enzyme APOBEC1 [EC:3.5.4.36],1,1,1,1,1,1
16308,K16933,doxB; heme bearing subunit I of the terminal oxidase,0,0,0,0,0,0
16309,K16934,doxC; terminal oxidase subunit,0,0,0,0,0,0
16310,K16935,doxE; terminal oxidase small hydrophobic subunit,0,0,0,0,0,0
16311,K16936,doxA; thiosulfate dehydrogenase (quinone) small subunit [EC:1.8.5.2],0,0,0,0,0,0
16312,K16937,doxD; thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2],0,0,0,0,0,0
16313,K16938,SEPT3_9_12; septin 3/9/12,1,1,1,1,1,1
16314,K16939,SEPT6_8_11; septin 6/8/11,1,1,1,1,1,1
16315,K16940,SEPT10; septin 10,1,1,1,1,1,1
16316,K16941,SEPT14; septin 14,1,1,1,1,1,1
16317,K16942,SEPT2; septin 2,1,1,1,1,1,1
16318,K16943,SEPT4; septin 4,1,1,1,1,1,1
16319,K16944,"SEPT7, CDC3; septin 7",1,1,1,1,1,1
16320,K16945,CDC11; cell division control protein 11,0,0,0,0,0,0
16321,K16946,SHS1; seventh homolog of septin 1,0,0,0,0,0,0
16322,K16947,SPR28; sporulation-regulated protein 28,0,0,0,0,0,0
16323,K16948,CDC12; cell division control protein 12,0,0,0,0,0,0
16324,K16949,SULT3A; amine sulfotransferase [EC:2.8.2.3],0,0,0,0,0,0
16325,K16950,asrA; anaerobic sulfite reductase subunit A,0,0,0,0,0,0
16326,K16951,asrB; anaerobic sulfite reductase subunit B,0,0,0,0,0,0
16327,K16952,sor; sulfur oxygenase/reductase [EC:1.13.11.55],0,0,0,0,0,0
16328,K16953,dddL; dimethylpropiothetin dethiomethylase [EC:4.4.1.3],0,0,0,0,0,0
16329,K16954,mtsA; methylthiol:coenzyme M methyltransferase [EC:2.1.1.251],0,0,0,0,0,0
16330,K16955,mtsB; methylated-thiol--corrinoid protein,0,0,0,0,0,0
16331,K16956,tcyJ; L-cystine transport system substrate-binding protein,0,0,0,0,0,0
16332,K16957,tcyK; L-cystine transport system substrate-binding protein,0,0,0,0,0,0
16333,K16958,tcyL; L-cystine transport system permease protein,0,0,0,0,0,0
16334,K16959,tcyM; L-cystine transport system permease protein,0,0,0,0,0,0
16335,K16960,tcyN; L-cystine transport system ATP-binding protein [EC:7.4.2.1],0,0,0,0,0,0
16336,K16961,yxeM; putative S-methylcysteine transport system substrate-binding protein,0,0,0,0,0,0
16337,K16962,yxeN; putative S-methylcysteine transport system permease protein,0,0,0,0,0,0
16338,K16963,yxeO; putative S-methylcysteine transport system ATP-binding protein,0,0,0,0,0,0
16339,K16964,ddhA; dimethylsulfide dehydrogenase subunit alpha [EC:1.8.2.4],0,0,0,0,0,0
16340,K16965,ddhB; dimethylsulfide dehydrogenase subunit beta,0,0,0,0,0,0
16341,K16966,ddhC; dimethylsulfide dehydrogenase subunit gamma,0,0,0,0,0,0
16342,K16967,dmoA; dimethyl-sulfide monooxygenase [EC:1.14.13.131],0,0,0,0,0,0
16343,K16968,msmA; methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111],0,0,0,0,0,0
16344,K16969,msmB; methanesulfonate monooxygenase subunit beta [EC:1.14.13.111],0,0,0,0,0,0
16345,K16970,MIR133A; microRNA 133a,1,1,0,0,0,0
16346,K16971,MIR133B; microRNA 133b,1,1,0,0,0,0
16347,K16972,MIR1; microRNA 1,1,1,0,0,0,0
16348,K16973,MIR206; microRNA 206,1,1,0,0,0,0
16349,K16974,MIR145; microRNA 145,1,1,0,0,0,0
16350,K16975,MIR203; microRNA 203,1,1,0,0,0,0
16351,K16976,MIR375; microRNA 375,1,1,0,0,0,0
16352,K16977,MIR9; microRNA 9,1,1,0,0,0,0
16353,K16978,MIR126; microRNA 126,1,1,0,0,0,0
16354,K16979,MIR218; microRNA 218,1,1,0,0,0,0
16355,K16980,MIRLET7; microRNA let-7,1,1,1,1,0,0
16356,K16981,MIR98; microRNA 98,1,1,0,0,0,0
16357,K16982,MIR34A; microRNA 34a,1,1,0,0,0,0
16358,K16983,MIR34B; microRNA 34b,1,1,0,0,0,0
16359,K16984,MIR26A; microRNA 26a,1,1,0,0,0,0
16360,K16985,MIR26B; microRNA 26b,1,1,0,0,0,0
16361,K16986,MIR15A; microRNA 15a,1,1,0,0,0,0
16362,K16987,MIR15B; microRNA 15b,1,1,0,0,0,0
16363,K16988,MIR16; microRNA 16,1,1,0,0,0,0
16364,K16989,MIR103; microRNA 103,1,1,0,1,0,0
16365,K16990,MIR497; microRNA 497,1,1,0,0,0,0
16366,K16991,MIR503; microRNA 503,1,1,0,0,0,0
16367,K16992,MIR424; microRNA 424,1,1,0,0,0,0
16368,K16993,MIR125A; microRNA 125a,1,1,0,0,0,0
16369,K16994,MIR125B; microRNA 125b,1,1,0,0,0,0
16370,K16995,MIR29A; microRNA 29a,1,1,0,0,0,0
16371,K16996,MIR29B; microRNA 29b,1,1,0,0,0,0
16372,K16997,MIR29C; microRNA 29c,1,1,0,0,0,0
16373,K16998,MIR371; microRNA 371,1,1,0,0,0,0
16374,K16999,MIR372; microRNA 372,1,1,0,0,0,0
16375,K17000,MIR373; microRNA 373,1,1,0,0,0,0
16376,K17001,MIR223; microRNA 223,1,1,0,0,0,0
16377,K17002,MIR17; microRNA 17,1,1,0,0,0,0
16378,K17003,MIR18A; microRNA 18a,1,1,0,0,0,0
16379,K17004,MIR18B; microRNA 18b,1,1,0,0,0,0
16380,K17005,MIR19A; microRNA 19a,1,1,0,0,0,0
16381,K17006,MIR20A; microRNA 20a,1,1,0,0,0,0
16382,K17007,MIR20B; microRNA 20b,1,1,0,0,0,0
16383,K17008,MIR92A; microRNA 92a,1,1,0,0,0,0
16384,K17009,MIR155; microRNA 155,1,1,0,0,0,0
16385,K17010,MIR221; microRNA 221,1,1,0,0,0,0
16386,K17011,MIR222; microRNA 222,1,1,0,0,0,0
16387,K17012,MIR146A; microRNA 146a,1,1,0,0,0,0
16388,K17013,MIR146B; microRNA 146b,1,1,0,0,0,0
16389,K17014,MIR182; microRNA 182,1,1,0,0,0,0
16390,K17015,MIR200A; microRNA 200a,1,1,0,0,0,0
16391,K17016,MIR200B; microRNA 200b,1,0,0,0,0,0
16392,K17017,MIR200C; microRNA 200c,1,1,0,0,0,0
16393,K17018,MIR141; microRNA 141,1,1,0,0,0,0
16394,K17019,MIR429; microRNA 429,1,0,0,0,0,0
16395,K17020,MIR122; microRNA 122,1,1,0,0,0,0
16396,K17021,MIR130A; microRNA 130a,1,1,0,0,0,0
16397,K17022,MIR142; microRNA 142,1,1,0,0,0,0
16398,K17023,MIR143; microRNA 143,1,1,0,0,0,0
16399,K17024,MIR150; microRNA 150,1,1,0,0,0,0
16400,K17025,MIR181A; microRNA 181a,1,1,0,0,0,0
16401,K17026,MIR181B; microRNA 181b,1,1,0,0,0,0
16402,K17027,MIR181C; microRNA 181c,1,1,0,0,0,0
16403,K17028,MIR181D; microRNA 181d,1,1,0,0,0,0
16404,K17029,MIR195; microRNA 195,1,1,0,0,0,0
16405,K17030,MIR196A; microRNA 196a,1,1,0,0,0,0
16406,K17031,MIR196B; microRNA 196b,1,1,0,0,0,0
16407,K17032,MIR196C; microRNA 196c,0,0,0,0,0,0
16408,K17033,MIR335; microRNA 335,1,1,0,0,0,0
16409,K17034,MIR106A; microRNA 106a,1,1,0,0,0,0
16410,K17035,MIR106B; microRNA 106b,1,1,0,0,0,0
16411,K17036,MIR363; microRNA 363,1,0,0,0,0,0
16412,K17037,MIR93; microRNA 93,1,1,0,0,0,0
16413,K17038,MIR25; microRNA 25,1,0,0,0,0,0
16414,K17039,MIR32; microRNA 32,1,1,0,0,0,0
16415,K17040,MIR30C; microRNA 30c,1,1,0,0,0,0
16416,K17041,MIR100; microRNA 100,1,1,0,0,0,0
16417,K17042,MIR224; microRNA 224,1,1,0,0,0,0
16418,K17043,DDX43; ATP-dependent RNA helicase DDX43 [EC:5.6.2.7],1,1,1,1,1,1
16419,K17044,RNF166; E3 ubiquitin-protein ligase RNF166 [EC:2.3.2.27],1,1,1,1,1,1
16420,K17045,HMGN5; high-mobility group nucleosome-binding domain-containing protein 5,1,1,1,1,1,1
16421,K17046,DEK; protein DEK,1,1,1,1,1,1
16422,K17047,RAB19; Ras-related protein Rab-19,1,1,1,1,1,1
16423,K17048,ebdB; ethylbenzene hydroxylase subunit beta,0,0,0,0,0,0
16424,K17049,ebdC; ethylbenzene hydroxylase subunit gamma,0,0,0,0,0,0
16425,K17050,"serA, clrA; selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1]",0,0,0,0,0,0
16426,K17051,"serB, clrB; selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1]",0,0,0,0,0,0
16427,K17052,"serC, clrC; selenate/chlorate reductase subunit gamma [EC:1.97.1.9 1.97.1.1]",0,0,0,0,0,0
16428,K17053,ABP140; tRNAThr (cytosine32-N3)-methyltransferase [EC:2.1.1.268],0,0,0,0,0,0
16429,K17054,CFAT; coniferyl alcohol acyltransferase [EC:2.3.1.-],0,0,0,0,0,0
16430,K17055,EGS1; eugenol synthase [EC:1.1.1.318],0,0,0,0,0,0
16431,K17056,IGS1; isoeugenol synthase [EC:1.1.1.319],0,0,0,0,0,0
16432,K17057,IEMT1; (iso)eugenol O-methyltransferase [EC:2.1.1.146],0,0,0,0,0,0
16433,K17058,"EOMT1, CVOMT1; eugenol/chavicol O-methyltransferase [EC:2.1.1.146]",0,0,0,0,0,0
16434,K17059,AIMT1; trans-anol O-methyltransferase [EC:2.1.1.279],0,0,0,0,0,0
16435,K17060,"aauS; two-component system, sensor histidine kinase AauS [EC:2.7.13.3]",0,0,0,0,0,0
16436,K17061,"aauR; two-component system, response regulator AauR",0,0,0,0,0,0
16437,K17062,bgtB; arginine/lysine/histidine/glutamine transport system substrate-binding and permease protein,0,0,0,0,0,0
16438,K17063,bgtA; arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1],0,0,0,0,0,0
16439,K17064,ddh; D-2-hydroxyacid dehydrogenase (NADP+) [EC:1.1.1.272],0,0,0,0,0,0
16440,K17065,DNM1L; dynamin 1-like protein [EC:3.6.5.5],1,1,1,1,1,1
16441,K17066,MOX; alcohol oxidase [EC:1.1.3.13],0,0,0,0,0,0
16442,K17067,mdo; formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37],0,0,0,0,0,0
16443,K17068,fdm; formaldehyde dismutase [EC:1.2.98.1],0,0,0,0,0,0
16444,K17069,MET17; O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47],0,0,0,0,0,0
16445,K17070,dcmA; dichloromethane dehalogenase [EC:4.5.1.3],0,0,0,0,0,0
16446,K17071,dcmR; transcriptional repressor of dcmA and dcmR,0,0,0,0,0,0
16447,K17072,IFI47; interferon gamma inducible protein 47,0,0,0,0,0,0
16448,K17073,lysX1; putative lysine transport system substrate-binding protein,0,0,0,0,0,0
16449,K17074,lysX2; putative lysine transport system permease protein,0,0,0,0,0,0
16450,K17076,lysY; putative lysine transport system ATP-binding protein,0,0,0,0,0,0
16451,K17077,artQ; arginine/lysine/histidine transport system permease protein,0,0,0,0,0,0
16452,K17078,neoL; 2'-N-acetylparomamine deacetylase / 2'''-acetyl-6'''-hydroxyneomycin deacetylase [EC:3.5.1.112 3.5.1.113],0,0,0,0,0,0
16453,K17079,OPA1; optic atrophy protein 1 [EC:3.6.5.5],1,1,1,1,1,1
16454,K17080,PHB1; prohibitin 1,1,1,1,1,1,1
16455,K17081,PHB2; prohibitin 2,1,1,1,1,1,1
16456,K17082,"FERMT1, KIND1; kindlin 1",1,1,1,1,1,1
16457,K17083,"FERMT2, KIND2; kindlin 2",1,1,1,1,1,1
16458,K17084,"FERMT3, KIND3; kindlin 3",1,1,1,1,1,1
16459,K17085,TM9SF1; transmembrane 9 superfamily member 1,1,1,1,1,1,1
16460,K17086,TM9SF2_4; transmembrane 9 superfamily member 2/4,1,1,1,1,1,1
16461,K17087,TM9SF3; transmembrane 9 superfamily member 3,1,1,1,1,1,1
16462,K17088,CYP10; cytochrome P450 family 10,0,0,0,0,0,0
16463,K17089,ANXA3; annexin A3,1,1,1,1,1,1
16464,K17090,ANXA9; annexin A9,1,1,1,1,1,1
16465,K17091,ANXA1; annexin A1,1,1,1,1,1,1
16466,K17092,ANXA2; annexin A2,1,1,1,1,1,1
16467,K17093,ANXA4; annexin A4,1,1,1,1,1,1
16468,K17094,ANXA6; annexin A6,1,1,1,1,1,1
16469,K17095,ANXA7_11; annexin A7/11,1,1,1,1,1,1
16470,K17096,ANXA8; annexin A8,1,1,1,1,1,1
16471,K17097,ANXA10; annexin A10,1,1,1,1,1,1
16472,K17098,ANNAT; annexin D,0,0,0,0,0,0
16473,K17099,ANXA13; annexin A13,1,1,1,1,1,1
16474,K17100,DAS; dihydroxyacetone synthase [EC:2.2.1.3],0,0,0,0,0,0
16475,K17101,ELF5; E74-like factor 5,1,1,1,1,1,1
16476,K17102,EHF; ETS homologous factor,1,1,1,1,1,1
16477,K17103,"CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]",0,0,0,0,0,0
16478,K17104,E2.5.1.41; phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41],0,0,0,0,0,0
16479,K17105,E2.5.1.42; geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42],0,0,0,0,0,0
16480,K17106,WAP; whey acidic protein,0,0,0,0,0,0
16481,K17107,CSN2; beta-casein,1,1,1,1,1,1
16482,K17108,GBA2; non-lysosomal glucosylceramidase [EC:3.2.1.45],1,1,1,1,1,1
16483,K17109,MIR130B; microRNA 130b,1,1,0,0,0,0
16484,K17110,MIR30A_D_E; microRNA 30a/d/e,1,1,0,0,0,0
16485,K17111,MIR30B; microRNA 30b,1,1,0,0,0,0
16486,K17112,MIR27A; microRNA 27a,1,0,0,0,0,0
16487,K17113,MIR27B; microRNA 27b,1,0,0,0,0,0
16488,K17114,MIR96; microRNA 96,1,1,0,0,0,0
16489,K17115,MIR151; microRNA 151,1,0,0,0,0,0
16490,K17116,MIR183; microRNA 183,1,1,0,0,0,0
16491,K17117,MIR197; microRNA 197,1,1,0,0,0,0
16492,K17118,MIR199A; microRNA 199a,1,1,0,0,0,0
16493,K17119,MIR199B; microRNA 199b,1,0,0,0,0,0
16494,K17120,MIR320; microRNA 320,1,1,0,0,0,0
16495,K17121,MIR328; microRNA 328,1,1,0,0,0,0
16496,K17122,MIR486; microRNA 486,1,1,0,0,0,0
16497,K17123,MIR574; microRNA 574,1,0,0,0,0,0
16498,K17124,MIR216; microRNA 216,1,1,0,0,0,0
16499,K17125,MIR217; microRNA 217,1,1,0,0,0,0
16500,K17126,MIR124; microRNA 124,1,0,0,0,0,0
16501,K17127,MIR22; microRNA 22,1,1,0,0,0,0
16502,K17128,MIR24; microRNA 24,1,1,0,0,0,0
16503,K17129,MIR101; microRNA 101,1,1,0,0,0,0
16504,K17130,MIR128; microRNA 128,1,1,0,0,0,0
16505,K17131,MIR192; microRNA 192,1,1,0,0,0,0
16506,K17132,MIR342; microRNA 342,1,1,0,0,0,0
16507,K17133,MIR212; microRNA 212,1,0,0,0,0,0
16508,K17134,MIR379; microRNA 379,1,1,0,0,0,0
16509,K17135,MIR433; microRNA 433,1,1,0,0,0,0
16510,K17136,MIR454; microRNA 454,1,0,0,0,0,0
16511,K17137,MIR483; microRNA 483,1,0,0,0,0,0
16512,K17138,MIR584; microRNA 584,1,1,0,0,0,0
16513,K17139,MIR621; microRNA 621,1,1,0,0,0,0
16514,K17140,MIR652; microRNA 652,1,0,0,0,0,0
16515,K17141,MIR760; microRNA 760,1,1,0,0,0,0
16516,K17142,MIR888; microRNA 888,1,0,0,0,0,0
16517,K17143,MIR1908; microRNA 1908,1,0,0,0,0,0
16518,K17144,MIR135; microRNA 135,1,1,0,0,0,0
16519,K17145,MIR140; microRNA 140,1,1,0,0,0,0
16520,K17146,MIR147; microRNA 147,1,1,0,0,0,0
16521,K17147,MIR149; microRNA 149,1,1,0,0,0,0
16522,K17148,MIR193B; microRNA 193b,1,1,0,0,0,0
16523,K17149,MIR202; microRNA 202,1,0,0,0,0,0
16524,K17150,MIR205; microRNA 205,1,1,0,0,0,0
16525,K17151,MIR214; microRNA 214,1,1,0,0,0,0
16526,K17152,MIR324; microRNA 324,1,0,0,0,0,0
16527,K17153,MIR370; microRNA 370,1,1,0,0,0,0
16528,K17154,MIR485; microRNA 485,1,0,0,0,0,0
16529,K17155,MIR527; microRNA 527,1,1,0,0,0,0
16530,K17156,MIR557; microRNA 557,1,1,0,0,0,0
16531,K17157,MIR593; microRNA 593,1,1,0,0,0,0
16532,K17158,MIR595; microRNA 595,1,1,0,0,0,0
16533,K17159,MIR603; microRNA 603,1,0,0,0,0,0
16534,K17160,MIR608; microRNA 608,1,0,0,0,0,0
16535,K17161,MIR612; microRNA 612,1,1,0,0,0,0
16536,K17162,MIR634; microRNA 634,1,1,0,0,0,0
16537,K17163,MIR642; microRNA 642,1,1,0,0,0,0
16538,K17164,MIR649; microRNA 649,1,1,0,0,0,0
16539,K17165,MIR23A; microRNA 23a,1,1,0,0,0,0
16540,K17166,MIR204; microRNA 204,1,1,0,0,0,0
16541,K17167,MIR215; microRNA 215,1,1,0,0,0,0
16542,K17168,MIR219; microRNA 219,1,1,0,0,0,0
16543,K17169,MIR367; microRNA 367,1,1,0,0,0,0
16544,K17170,MIR376; microRNA 376,1,1,0,0,0,0
16545,K17171,MIR378; microRNA 378,1,1,0,0,0,0
16546,K17172,MIR451; microRNA 451,1,1,0,0,0,0
16547,K17173,MIR517; microRNA 517,1,1,0,0,0,0
16548,K17174,MIR518; microRNA 518,1,1,0,0,0,0
16549,K17175,MIR520; microRNA 520,1,1,0,0,0,0
16550,K17176,MIR646; microRNA 646,1,1,0,0,0,0
16551,K17177,MIR184; microRNA 184,1,1,0,0,0,0
16552,K17178,MIR210; microRNA 210,1,1,0,0,0,0
16553,K17179,MIR449B; microRNA 449b,1,1,0,0,0,0
16554,K17180,MIR650; microRNA 650,1,1,0,0,0,0
16555,K17181,MIR301; microRNA 301,1,0,0,0,0,0
16556,K17182,MIR186; microRNA 186,1,1,0,0,0,0
16557,K17183,MIR31; microRNA 31,1,1,0,0,0,0
16558,K17184,MIR185; microRNA 185,1,1,0,0,0,0
16559,K17185,MIR191; microRNA 191,1,1,0,0,0,0
16560,K17186,MIR302C; microRNA 302c,1,0,0,0,0,0
16561,K17187,MIR452; microRNA 452,1,1,0,0,0,0
16562,K17188,MIR488; microRNA 488,1,0,0,0,0,0
16563,K17189,MIR579; microRNA 579,1,1,0,0,0,0
16564,K17190,MIR515; microRNA 515,1,1,0,0,0,0
16565,K17191,MIR500; microRNA 500,1,1,0,0,0,0
16566,K17192,AA7GT; cyanidin 3-O-glucoside 7-O-glucosyltransferase (acyl-glucose) [EC:2.4.1.300],0,0,0,0,0,0
16567,K17193,UGT79B1; anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase [EC:2.4.2.51],0,0,0,0,0,0
16568,K17194,AA5GT; cyanidin 3-O-glucoside 5-O-glucosyltransferase (acyl-glucose) [EC:2.4.1.299],0,0,0,0,0,0
16569,K17195,alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-],0,0,0,0,0,0
16570,K17196,ERAS; GTPase Eras,1,1,1,1,1,1
16571,K17197,NKIRAS; NF-kappa-B inhibitor-interacting Ras-like protein,1,1,1,1,1,1
16572,K17198,RERGL; Ras-related and estrogen-regulated growth inhibitor-like protein,1,1,1,1,1,1
16573,K17199,"RASEF, RAB45; Ras and EF-hand domain-containing protein",1,1,1,1,1,1
16574,K17200,"ARL14, ARF7; ADP-ribosylation factor-like protein 14",1,1,1,1,1,1
16575,K17201,ARL15; ADP-ribosylation factor-like protein 15,1,1,1,1,1,1
16576,K17202,eryG; erythritol transport system substrate-binding protein,0,0,0,0,0,0
16577,K17203,eryF; erythritol transport system permease protein,0,0,0,0,0,0
16578,K17204,eryE; erythritol transport system ATP-binding protein,0,0,0,0,0,0
16579,K17205,xltC; putative xylitol transport system substrate-binding protein,0,0,0,0,0,0
16580,K17206,xltB; putative xylitol transport system permease protein,0,0,0,0,0,0
16581,K17207,xltA; putative xylitol transport system ATP-binding protein,0,0,0,0,0,0
16582,K17208,ibpA; inositol transport system substrate-binding protein,0,0,0,0,0,0
16583,K17209,iatP; inositol transport system permease protein,0,0,0,0,0,0
16584,K17210,iatA; inositol transport system ATP-binding protein,0,0,0,0,0,0
16585,K17211,CURS3; curcumin/demethoxycurcumin synthase [EC:2.3.1.217 2.3.1.219],0,0,0,0,0,0
16586,K17212,CUS; bisdemethoxycurcumin synthase [EC:2.3.1.211],0,0,0,0,0,0
16587,K17213,K17213; inositol transport system substrate-binding protein,0,0,0,0,0,0
16588,K17214,K17214; inositol transport system permease protein,0,0,0,0,0,0
16589,K17215,K17215; inositol transport system ATP-binding protein,0,0,0,0,0,0
16590,K17216,mccA; cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134],0,0,0,0,0,0
16591,K17217,mccB; cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2],0,0,0,0,0,0
16592,K17218,sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4],0,0,0,0,0,0
16593,K17219,sreA; sulfur reductase molybdopterin subunit,0,0,0,0,0,0
16594,K17220,sreB; sulfur reductase FeS subunit,0,0,0,0,0,0
16595,K17221,sreC; sulfur reductase membrane anchor,0,0,0,0,0,0
16596,K17222,soxA; L-cysteine S-thiosulfotransferase [EC:2.8.5.2],0,0,0,0,0,0
16597,K17223,soxX; L-cysteine S-thiosulfotransferase [EC:2.8.5.2],0,0,0,0,0,0
16598,K17224,soxB; S-sulfosulfanyl-L-cysteine sulfohydrolase [EC:3.1.6.20],0,0,0,0,0,0
16599,K17225,soxC; sulfane dehydrogenase subunit SoxC,0,0,0,0,0,0
16600,K17226,soxY; sulfur-oxidizing protein SoxY,0,0,0,0,0,0
16601,K17227,soxZ; sulfur-oxidizing protein SoxZ,0,0,0,0,0,0
16602,K17228,sfnG; dimethylsulfone monooxygenase [EC:1.14.14.35],0,0,0,0,0,0
16603,K17229,fccB; sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3],0,0,0,0,0,0
16604,K17230,fccA; cytochrome subunit of sulfide dehydrogenase,0,0,0,0,0,0
16605,K17231,"IYD, DEHAL1; iodotyrosine deiodinase [EC:1.21.1.1]",1,1,1,1,1,1
16606,K17232,DUOXA2; dual oxidase maturation factor 2,1,1,1,1,1,1
16607,K17233,DUOXA1; dual oxidase maturation factor 1,1,1,1,1,1,1
16608,K17234,araN; arabinooligosaccharide transport system substrate-binding protein,0,0,0,0,0,0
16609,K17235,araP; arabinooligosaccharide transport system permease protein,0,0,0,0,0,0
16610,K17236,araQ; arabinooligosaccharide transport system permease protein,0,0,0,0,0,0
16611,K17237,inoE; inositol-phosphate transport system substrate-binding protein,0,0,0,0,0,0
16612,K17238,inoF; inositol-phosphate transport system permease protein,0,0,0,0,0,0
16613,K17239,inoG; inositol-phosphate transport system permease protein,0,0,0,0,0,0
16614,K17240,inoK; inositol-phosphate transport system ATP-binding protein,0,0,0,0,0,0
16615,K17241,"aguE; alpha-1,4-digalacturonate transport system substrate-binding protein",0,0,0,0,0,0
16616,K17242,"aguF; alpha-1,4-digalacturonate transport system permease protein",0,0,0,0,0,0
16617,K17243,"aguG; alpha-1,4-digalacturonate transport system permease protein",0,0,0,0,0,0
16618,K17244,chiE; putative chitobiose transport system substrate-binding protein,0,0,0,0,0,0
